id,companyName,companyNameKana,industryCode,industryName,prefecture,city,establishedYear,employees,scale,revenueMillionYen,businessDescription,website,demandSignal,demandSignalDetail,registeredActivity,challengeTitle,challengeDetail,challengeCategory,challengeUrgency,seekingProposals,targetDepartment,targetRole,salesScore,existingCustomer,approachStatus,createdAt,fictional,disclaimer
"FC-01395","合同会社アドバンスライフコーポレーション","合同会社 アドバンス ライフ コーポレーション","lifestyle_entertainment","生活関連サービス・娯楽業","香川県","丘陵市","2000","4615","大企業","87685","スポーツ・娯楽施設運営","https://example.invalid/lifestyle_entertainment/095","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","安全管理方針の強化","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","低","true","事業運営部","部長","55","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01396","株式会社インテグラライフソリューションズ","株式会社 インテグラ ライフ ソリューションズ","lifestyle_entertainment","生活関連サービス・娯楽業","大分県","未来市","2011","22","小規模","440","美容・ウェルネス事業","https://example.invalid/lifestyle_entertainment/096","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","業務提携の締結","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","中","true","事業運営部","課長","72","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01397","合同会社インテグラライフパートナーズ","合同会社 インテグラ ライフ パートナーズ","lifestyle_entertainment","生活関連サービス・娯楽業","宮城県","中央市","2022","239","中小企業","5019","生活支援サービス","https://example.invalid/lifestyle_entertainment/097","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","設備更新予算の増額","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","高","true","事業運営部","責任者","89","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01398","株式会社インテグラライフワークス","株式会社 インテグラ ライフ ワークス","lifestyle_entertainment","生活関連サービス・娯楽業","埼玉県","緑市","1965","926","中堅企業","20372","スポーツ・娯楽施設運営","https://example.invalid/lifestyle_entertainment/098","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","省エネ投資の開始","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","低","true","事業運営部","企画担当","61","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01399","合同会社インテグラライフグループ","合同会社 インテグラ ライフ グループ","lifestyle_entertainment","生活関連サービス・娯楽業","福井県","さくら市","1976","4763","大企業","109549","美容・ウェルネス事業","https://example.invalid/lifestyle_entertainment/099","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","新サービスの発表","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","中","true","事業運営部","部長","78","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01400","株式会社インテグラライフコーポレーション","株式会社 インテグラ ライフ コーポレーション","lifestyle_entertainment","生活関連サービス・娯楽業","滋賀県","ひかり市","1987","18","小規模","432","生活支援サービス","https://example.invalid/lifestyle_entertainment/100","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","新拠点の開設計画","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","高","true","事業運営部","課長","95","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01401","合同会社アークラーニングソリューションズ","合同会社 アーク ラーニング ソリューションズ","education","教育・学習支援業","島根県","あおば市","1998","137","中小企業","3425","教育施設の運営","https://example.invalid/education/001","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","人員採用の拡大","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","低","true","学校運営部","責任者","67","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01402","株式会社アークラーニングパートナーズ","株式会社 アーク ラーニング パートナーズ","education","教育・学習支援業","高知県","若葉市","2009","374","中堅企業","9724","企業研修・学習支援","https://example.invalid/education/002","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","既存施設の改修","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","中","true","学校運営部","企画担当","84","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01403","合同会社アークラーニングワークス","合同会社 アーク ラーニング ワークス","education","教育・学習支援業","鹿児島県","豊栄市","2020","4911","大企業","132597","デジタル教材開発","https://example.invalid/education/003","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業エリアの拡大","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","高","true","学校運営部","部長","56","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01404","株式会社アークラーニンググループ","株式会社 アーク ラーニング グループ","education","教育・学習支援業","山形県","清流市","1963","14","小規模","392","教育施設の運営","https://example.invalid/education/004","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","DX推進組織の新設","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","低","true","学校運営部","課長","73","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01405","合同会社アークラーニングコーポレーション","合同会社 アーク ラーニング コーポレーション","education","教育・学習支援業","東京都","旭市","1974","285","中小企業","8265","企業研修・学習支援","https://example.invalid/education/005","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","安全管理方針の強化","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","中","true","学校運営部","責任者","90","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01406","株式会社ネクサスラーニングソリューションズ","株式会社 ネクサス ラーニング ソリューションズ","education","教育・学習支援業","長野県","みなと市","1985","522","中堅企業","5742","デジタル教材開発","https://example.invalid/education/006","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","業務提携の締結","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","高","true","学校運営部","企画担当","62","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01407","合同会社ネクサスラーニングパートナーズ","合同会社 ネクサス ラーニング パートナーズ","education","教育・学習支援業","大阪府","高台市","1996","1059","大企業","12708","教育施設の運営","https://example.invalid/education/007","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","設備更新予算の増額","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","低","true","学校運営部","部長","79","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01408","株式会社ネクサスラーニングワークス","株式会社 ネクサス ラーニング ワークス","education","教育・学習支援業","広島県","新生市","2007","48","小規模","624","企業研修・学習支援","https://example.invalid/education/008","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","省エネ投資の開始","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","中","true","学校運営部","課長","96","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01409","合同会社ネクサスラーニンググループ","合同会社 ネクサス ラーニング グループ","education","教育・学習支援業","佐賀県","平和市","2018","183","中小企業","2562","デジタル教材開発","https://example.invalid/education/009","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","新サービスの発表","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","高","true","学校運営部","責任者","68","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01410","株式会社ネクサスラーニングコーポレーション","株式会社 ネクサス ラーニング コーポレーション","education","教育・学習支援業","北海道","希望市","1961","670","中堅企業","10050","教育施設の運営","https://example.invalid/education/010","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","新拠点の開設計画","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","低","true","学校運営部","企画担当","85","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01411","合同会社プライムラーニングソリューションズ","合同会社 プライム ラーニング ソリューションズ","education","教育・学習支援業","茨城県","文化市","1972","1207","大企業","19312","企業研修・学習支援","https://example.invalid/education/011","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","人員採用の拡大","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","中","true","学校運営部","部長","57","true","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01412","株式会社プライムラーニングパートナーズ","株式会社 プライム ラーニング パートナーズ","education","教育・学習支援業","新潟県","産業市","1983","44","小規模","748","デジタル教材開発","https://example.invalid/education/012","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","既存施設の改修","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","高","true","学校運営部","課長","74","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01413","合同会社プライムラーニングワークス","合同会社 プライム ラーニング ワークス","education","教育・学習支援業","静岡県","学園市","1994","81","中小企業","1458","教育施設の運営","https://example.invalid/education/013","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","事業エリアの拡大","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","低","true","学校運営部","責任者","91","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01414","株式会社プライムラーニンググループ","株式会社 プライム ラーニング グループ","education","教育・学習支援業","奈良県","泉市","2005","818","中堅企業","15542","企業研修・学習支援","https://example.invalid/education/014","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","DX推進組織の新設","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","中","true","学校運営部","企画担当","63","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01415","合同会社プライムラーニングコーポレーション","合同会社 プライム ラーニング コーポレーション","education","教育・学習支援業","徳島県","丘陵市","2016","1355","大企業","27100","デジタル教材開発","https://example.invalid/education/015","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","安全管理方針の強化","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","高","true","学校運営部","部長","80","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01416","株式会社オルビスラーニングソリューションズ","株式会社 オルビス ラーニング ソリューションズ","education","教育・学習支援業","熊本県","未来市","1959","40","小規模","840","教育施設の運営","https://example.invalid/education/016","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","業務提携の締結","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","低","true","学校運営部","課長","97","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01417","合同会社オルビスラーニングパートナーズ","合同会社 オルビス ラーニング パートナーズ","education","教育・学習支援業","岩手県","中央市","1970","229","中小企業","5038","企業研修・学習支援","https://example.invalid/education/017","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","設備更新予算の増額","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","中","true","学校運営部","責任者","69","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01418","株式会社オルビスラーニングワークス","株式会社 オルビス ラーニング ワークス","education","教育・学習支援業","群馬県","緑市","1981","966","中堅企業","22218","デジタル教材開発","https://example.invalid/education/018","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","省エネ投資の開始","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","高","true","学校運営部","企画担当","86","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01419","合同会社オルビスラーニンググループ","合同会社 オルビス ラーニング グループ","education","教育・学習支援業","石川県","さくら市","1992","1503","大企業","36072","教育施設の運営","https://example.invalid/education/019","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","新サービスの発表","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","低","true","学校運営部","部長","58","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01420","株式会社オルビスラーニングコーポレーション","株式会社 オルビス ラーニング コーポレーション","education","教育・学習支援業","三重県","ひかり市","2003","36","小規模","900","企業研修・学習支援","https://example.invalid/education/020","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","新拠点の開設計画","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","中","true","学校運営部","課長","75","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01421","合同会社ノヴァラーニングソリューションズ","合同会社 ノヴァ ラーニング ソリューションズ","education","教育・学習支援業","鳥取県","あおば市","2014","127","中小企業","3302","デジタル教材開発","https://example.invalid/education/021","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","人員採用の拡大","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","高","true","学校運営部","責任者","92","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01422","株式会社ノヴァラーニングパートナーズ","株式会社 ノヴァ ラーニング パートナーズ","education","教育・学習支援業","愛媛県","若葉市","1957","414","中堅企業","11178","教育施設の運営","https://example.invalid/education/022","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","既存施設の改修","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","低","true","学校運営部","企画担当","64","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01423","合同会社ノヴァラーニングワークス","合同会社 ノヴァ ラーニング ワークス","education","教育・学習支援業","宮崎県","豊栄市","1968","1651","大企業","46228","企業研修・学習支援","https://example.invalid/education/023","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","事業エリアの拡大","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","中","true","学校運営部","部長","81","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01424","株式会社ノヴァラーニンググループ","株式会社 ノヴァ ラーニング グループ","education","教育・学習支援業","秋田県","清流市","1979","32","小規模","928","デジタル教材開発","https://example.invalid/education/024","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","DX推進組織の新設","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","高","true","学校運営部","課長","98","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01425","合同会社ノヴァラーニングコーポレーション","合同会社 ノヴァ ラーニング コーポレーション","education","教育・学習支援業","千葉県","旭市","1990","275","中小企業","3025","教育施設の運営","https://example.invalid/education/025","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","安全管理方針の強化","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","低","true","学校運営部","責任者","70","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01426","株式会社ユニゾンラーニングソリューションズ","株式会社 ユニゾン ラーニング ソリューションズ","education","教育・学習支援業","山梨県","みなと市","2001","562","中堅企業","6744","企業研修・学習支援","https://example.invalid/education/026","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","業務提携の締結","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","中","true","学校運営部","企画担当","87","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01427","合同会社ユニゾンラーニングパートナーズ","合同会社 ユニゾン ラーニング パートナーズ","education","教育・学習支援業","京都府","高台市","2012","1799","大企業","23387","デジタル教材開発","https://example.invalid/education/027","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","設備更新予算の増額","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","高","true","学校運営部","部長","59","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01428","株式会社ユニゾンラーニングワークス","株式会社 ユニゾン ラーニング ワークス","education","教育・学習支援業","岡山県","新生市","1955","28","小規模","392","教育施設の運営","https://example.invalid/education/028","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","省エネ投資の開始","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","低","true","学校運営部","課長","76","true","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01429","合同会社ユニゾンラーニンググループ","合同会社 ユニゾン ラーニング グループ","education","教育・学習支援業","福岡県","平和市","1966","173","中小企業","2595","企業研修・学習支援","https://example.invalid/education/029","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","新サービスの発表","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","中","true","学校運営部","責任者","93","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01430","株式会社ユニゾンラーニングコーポレーション","株式会社 ユニゾン ラーニング コーポレーション","education","教育・学習支援業","沖縄県","希望市","1977","710","中堅企業","11360","デジタル教材開発","https://example.invalid/education/030","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","新拠点の開設計画","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","高","true","学校運営部","企画担当","65","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01431","合同会社ヴェリタスラーニングソリューションズ","合同会社 ヴェリタス ラーニング ソリューションズ","education","教育・学習支援業","福島県","文化市","1988","1947","大企業","33099","教育施設の運営","https://example.invalid/education/031","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","人員採用の拡大","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","低","true","学校運営部","部長","82","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01432","株式会社ヴェリタスラーニングパートナーズ","株式会社 ヴェリタス ラーニング パートナーズ","education","教育・学習支援業","神奈川県","産業市","1999","24","小規模","432","企業研修・学習支援","https://example.invalid/education/032","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","既存施設の改修","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","中","true","学校運営部","課長","99","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01433","合同会社ヴェリタスラーニングワークス","合同会社 ヴェリタス ラーニング ワークス","education","教育・学習支援業","岐阜県","学園市","2010","71","中小企業","1349","デジタル教材開発","https://example.invalid/education/033","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","事業エリアの拡大","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","高","true","学校運営部","責任者","71","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01434","株式会社ヴェリタスラーニンググループ","株式会社 ヴェリタス ラーニング グループ","education","教育・学習支援業","兵庫県","泉市","2021","858","中堅企業","17160","教育施設の運営","https://example.invalid/education/034","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","DX推進組織の新設","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","低","true","学校運営部","企画担当","88","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01435","合同会社ヴェリタスラーニングコーポレーション","合同会社 ヴェリタス ラーニング コーポレーション","education","教育・学習支援業","山口県","丘陵市","1964","2095","大企業","43995","企業研修・学習支援","https://example.invalid/education/035","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","安全管理方針の強化","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","中","true","学校運営部","部長","60","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01436","株式会社セントラルラーニングソリューションズ","株式会社 セントラル ラーニング ソリューションズ","education","教育・学習支援業","長崎県","未来市","1975","20","小規模","440","デジタル教材開発","https://example.invalid/education/036","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","業務提携の締結","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","高","true","学校運営部","課長","77","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01437","合同会社セントラルラーニングパートナーズ","合同会社 セントラル ラーニング パートナーズ","education","教育・学習支援業","青森県","中央市","1986","219","中小企業","5037","教育施設の運営","https://example.invalid/education/037","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","設備更新予算の増額","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","低","true","学校運営部","責任者","94","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01438","株式会社セントラルラーニングワークス","株式会社 セントラル ラーニング ワークス","education","教育・学習支援業","栃木県","緑市","1997","306","中堅企業","7344","企業研修・学習支援","https://example.invalid/education/038","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","省エネ投資の開始","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","中","true","学校運営部","企画担当","66","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01439","合同会社セントラルラーニンググループ","合同会社 セントラル ラーニング グループ","education","教育・学習支援業","富山県","さくら市","2008","2243","大企業","56075","デジタル教材開発","https://example.invalid/education/039","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","新サービスの発表","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","高","true","学校運営部","部長","83","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01440","株式会社セントラルラーニングコーポレーション","株式会社 セントラル ラーニング コーポレーション","education","教育・学習支援業","愛知県","ひかり市","2019","16","小規模","416","教育施設の運営","https://example.invalid/education/040","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","新拠点の開設計画","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","低","true","学校運営部","課長","55","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
